"40062325","cinderellahao","","上海","上海","2007-05-06 08:46:38","34249","99.52%"

"26526171","盛杰888","","广东","深圳","2005-10-13 09:56:54","0","0.00%"

"66392629","信守天下","","上海","上海","2007-07-26 04:35:19","218540","99.25%"

"28042808","iyenaiyun","","上海","上海","2005-12-07 08:22:39","301257","99.99%"

"135219353","薄荷甜酒","","","","2008-09-28 11:26:27","0","0.00%"

1,雷卷,CN,浙江省,杭州市,2006-11-17 14:00:00.0,10000,100%
